layer,bit_position,original_bit,flipped_bit,original_param,flipped_param,original_output,flipped_output,target_output
c1,6,1,0,-7,-71,3,3,3
f5,2,0,1,-23,-19,6,6,6
f5,6,1,0,-32,-96,7,7,7
f6,3,1,0,-6,-14,2,2,2
c3,6,1,0,-17,-81,8,8,8
c3,0,1,0,-25,-26,5,5,5
f7,3,0,1,-128,-120,8,8,8
f5,0,0,1,-14,-13,5,5,5
f5,1,1,0,-14,-16,1,1,1
f7,4,1,0,-9,-25,1,1,1
f6,0,1,0,-39,-40,4,4,4
f7,1,1,0,-17,-19,4,4,4
f5,7,1,0,-36,92,3,3,3
c1,7,0,1,121,-7,1,1,1
f6,6,0,1,16,80,0,0,0
c3,6,1,0,-7,-71,7,7,7
f5,7,0,1,44,-84,7,7,7
f7,4,1,0,-5,-21,0,0,0
c3,1,1,0,2,0,7,7,7
c1,1,0,1,-47,-45,9,9,9
c1,4,0,1,-52,-36,4,4,4
f5,6,1,0,-42,-106,4,4,4
c1,6,1,0,-17,-81,8,8,8
c1,3,0,1,-128,-120,5,5,5
f7,0,0,1,-26,-25,5,5,5
c1,3,0,1,5,13,4,4,4
c3,3,0,1,-57,-49,0,0,0
f7,4,0,1,32,48,8,8,8
c3,3,0,1,-111,-103,2,2,2
c3,2,1,0,-19,-23,7,7,1
c1,4,0,1,-57,-41,0,0,0
c1,7,1,0,-8,120,8,8,8
c3,2,1,0,-11,-15,4,4,4
f7,0,0,1,2,3,5,5,5
f7,4,1,0,19,3,0,0,0
f6,4,1,0,-13,-29,4,4,4
f5,4,1,0,16,0,0,0,0
c3,2,0,1,-54,-50,6,6,6
c3,6,1,0,-29,-93,1,1,1
f5,5,0,1,-115,-83,7,7,7
f7,1,1,0,11,9,3,3,3
c3,4,0,1,-64,-48,2,2,2
c1,3,0,1,5,13,6,6,6
f7,3,0,1,-9,-1,7,7,7
f5,5,0,1,-37,-5,2,2,2
f7,2,1,0,-18,-22,6,6,6
c3,3,0,1,-128,-120,9,9,9
f5,5,0,1,3,35,3,3,3
f5,7,0,1,29,-99,1,1,1
c3,0,0,1,-60,-59,4,4,4
c1,5,0,1,22,54,6,6,6
c1,3,0,1,-31,-23,2,2,2
c1,1,0,1,-36,-34,5,5,5
c1,0,0,1,-22,-21,9,9,4
c1,4,1,0,-2,-18,2,2,2
f5,1,0,1,-3,-1,0,0,0
f7,6,0,1,2,66,6,6,6
c3,0,0,1,-48,-47,2,2,2
c3,3,1,0,-71,-79,1,1,1
f7,6,0,1,-128,-64,7,7,7
f5,2,0,1,-47,-43,3,3,3
c1,1,1,0,-57,-59,4,4,4
c3,4,0,1,-28,-12,1,1,1
f6,1,0,1,1,3,0,0,0
c3,4,0,1,-20,-4,5,5,5
f5,7,0,1,6,-122,4,4,4
c3,6,1,0,-49,-113,3,3,3
c1,0,0,1,-22,-21,1,1,1
c3,0,0,1,-24,-23,1,1,1
c3,5,0,1,-34,-2,7,7,7
f6,5,0,1,25,57,4,4,4
f7,1,0,1,9,11,9,9,9
f7,4,0,1,-24,-8,9,9,9
c1,1,0,1,20,22,4,4,4
c3,5,0,1,-50,-18,8,8,8
c3,3,1,0,-83,-91,4,4,4
f6,7,0,1,25,-103,0,0,0
f5,6,0,1,-65,-1,2,2,2
f5,0,1,0,-29,-30,4,4,4
c1,1,0,1,5,7,5,5,5
c1,5,1,0,-14,-46,1,1,1
f7,0,1,0,47,46,1,1,1
f6,4,1,0,-98,-114,6,6,6
c3,5,0,1,-44,-12,4,4,4
f6,5,0,1,9,41,7,7,7
f5,1,1,0,-49,-51,1,1,1
c3,6,1,0,-22,-86,9,9,9
c1,0,0,1,-32,-31,4,4,4
f5,4,1,0,-48,-64,2,2,2
c3,1,0,1,1,3,4,4,4
c3,5,0,1,-114,-82,1,1,1
c1,1,1,0,110,108,5,5,5
f5,1,1,0,-26,-28,5,5,5
f5,5,1,0,-11,-43,3,3,3
c1,2,1,0,44,40,8,8,8
f7,2,0,1,9,13,3,3,3
f7,5,1,0,-15,-47,1,1,1
f5,6,0,1,7,71,4,4,4
f7,4,0,1,8,24,5,5,5
f5,5,1,0,-21,-53,6,6,6
f7,6,1,0,-42,-106,8,8,8
f5,7,0,1,9,-119,9,9,9
c1,3,0,1,5,13,4,4,4
c1,1,1,0,34,32,1,1,1
f6,6,0,1,12,76,5,5,5
c3,4,1,0,-34,-50,3,3,3
c3,2,0,1,-56,-52,8,8,8
f7,5,1,0,-6,-38,0,0,0
f7,3,0,1,17,25,3,3,3
f5,4,0,1,-83,-67,2,2,2
c1,2,1,0,-27,-31,5,5,5
f7,7,1,0,-14,114,1,1,1
f6,0,1,0,-27,-28,2,2,2
f7,4,1,0,-47,-63,8,8,8
c3,0,0,1,32,33,3,3,3
f7,5,1,0,57,25,4,4,4
f7,2,0,1,-23,-19,4,4,4
c1,2,1,0,-82,-86,0,0,0
f6,6,1,0,-29,-93,8,8,8
c3,4,0,1,38,54,8,8,8
f6,3,1,0,-8,-16,3,3,3
c1,5,0,1,21,53,3,3,3
f7,1,1,0,54,52,1,1,1
c3,1,1,0,30,28,7,7,7
f6,1,1,0,-50,-52,3,3,3
c1,7,0,1,26,-102,5,5,5
c1,6,0,1,6,70,9,9,9
f5,4,1,0,-13,-29,6,6,6
f7,1,1,0,-10,-12,3,3,3
c1,6,0,1,14,78,2,2,2
f7,2,1,0,-26,-30,6,6,6
f5,1,1,0,-2,-4,1,1,1
f7,4,0,1,1,17,3,3,3
c1,2,1,0,21,17,6,6,6
f7,5,1,0,-4,-36,0,0,0
f5,6,0,1,-100,-36,7,7,7
c1,7,0,1,28,-100,2,2,2
f6,1,0,1,-28,-26,1,1,1
f5,3,0,1,1,9,7,7,7
c1,0,0,1,-32,-31,1,1,1
f7,0,0,1,16,17,4,4,4
f5,0,1,0,-17,-18,2,2,2
f7,3,1,0,25,17,8,8,4
f7,1,1,0,-2,-4,2,2,2
f5,2,1,0,-49,-53,1,1,1
f7,1,1,0,10,8,7,7,7
f7,6,0,1,-75,-11,9,9,9
f6,6,0,1,18,82,6,6,6
f7,3,0,1,-11,-3,1,1,1
f5,2,0,1,-5,-1,1,1,1
f6,1,0,1,-16,-14,2,2,2
f7,5,1,0,-31,-63,4,4,4
f6,1,1,0,-1,-3,8,8,8
f6,2,0,1,34,38,1,1,1
f7,2,1,0,-1,-5,7,7,7
c3,5,0,1,-51,-19,7,7,7
f7,4,1,0,-9,-25,4,4,4
c1,1,0,1,-35,-33,8,8,8
c3,7,0,1,2,-126,0,0,0
c1,6,0,1,47,111,7,7,7
f7,2,0,1,32,36,3,3,3
c1,4,1,0,-47,-63,1,1,1
c1,0,0,1,-22,-21,3,3,3
c3,4,0,1,-63,-47,1,1,1
c1,5,1,0,47,15,0,0,0
c3,7,0,1,76,-52,7,7,7
f6,7,0,1,45,-83,7,7,7
c1,0,1,0,-11,-12,0,0,0
f7,6,0,1,4,68,3,3,3
f7,0,0,1,-46,-45,5,5,5
c3,1,0,1,-28,-26,5,5,5
f5,2,0,1,-71,-67,2,2,2
f6,2,1,0,36,32,7,7,7
f5,2,0,1,-80,-76,6,6,6
c3,1,1,0,-6,-8,6,6,6
c1,1,1,0,7,5,9,9,9
c1,4,1,0,-45,-61,2,2,2
c3,7,0,1,14,-114,8,8,8
c3,4,0,1,-31,-15,3,3,3
c3,6,1,0,-35,-99,5,5,5
f6,1,0,1,0,2,2,2,2
f7,6,1,0,-12,-76,2,2,2
f7,3,0,1,-42,-34,5,5,5
f5,1,1,0,-18,-20,6,6,6
c1,0,1,0,-39,-40,0,0,0
c1,6,1,0,-32,-96,8,8,8
c1,7,0,1,26,-102,2,2,2
f7,3,1,0,-40,-48,9,9,9
c1,3,1,0,-24,-32,2,2,2
c1,5,0,1,65,97,8,8,8
c3,5,0,1,13,45,8,8,8
f7,2,1,0,14,10,8,8,8
f6,2,1,0,7,3,8,8,8
c3,0,1,0,-61,-62,7,7,7
c1,3,1,0,-82,-90,4,4,4
f6,5,0,1,-54,-22,4,4,9
c1,6,0,1,29,93,3,3,3
c1,2,1,0,85,81,0,0,0
f5,3,0,1,-10,-2,6,6,6
f7,6,0,1,6,70,6,6,6
f5,7,1,0,-6,122,3,3,3
f7,7,0,1,14,-114,2,2,2
c3,2,0,1,32,36,1,1,1
c1,7,1,0,-14,114,3,3,3
f5,1,0,1,-87,-85,2,2,2
f7,1,1,0,-34,-36,2,2,2
f7,5,1,0,-10,-42,9,9,9
c1,3,0,1,-9,-1,3,3,3
f6,4,0,1,34,50,0,0,0
f5,4,0,1,-122,-106,0,0,0
c3,5,0,1,24,56,5,5,5
f6,7,1,0,-8,120,7,7,7
f7,4,0,1,12,28,8,8,8
f7,6,1,0,-33,-97,1,1,1
f6,3,0,1,2,10,4,4,4
c3,6,0,1,-72,-8,4,4,4
c3,1,1,0,3,1,6,6,6
f7,4,1,0,-5,-21,0,0,0
c1,2,0,1,-40,-36,2,2,2
c3,6,1,0,-24,-88,9,9,9
c3,4,1,0,-36,-52,1,1,1
c1,5,1,0,-92,-124,4,4,4
f7,4,0,1,10,26,7,7,7
f5,6,0,1,9,73,4,4,4
f6,1,0,1,-24,-22,7,7,7
c3,1,1,0,22,20,3,3,3
f6,6,0,1,6,70,9,9,9
c1,7,0,1,5,-123,8,8,8
f6,6,0,1,16,80,8,8,8
f7,4,0,1,8,24,4,4,4
c3,2,0,1,-93,-89,7,7,7
f7,1,0,1,-11,-9,1,1,1
f5,2,1,0,-57,-61,2,2,2
c1,7,0,1,21,-107,1,1,1
f6,6,0,1,1,65,2,2,2
c3,2,1,0,5,1,2,2,2
f6,5,1,0,-15,-47,3,3,3
f5,4,1,0,-5,-21,2,2,2
f5,0,0,1,-2,-1,3,3,3
c1,0,0,1,-100,-99,2,2,2
f6,3,0,1,35,43,3,3,3
f7,7,0,1,9,-119,9,9,9
c1,0,0,1,94,95,1,1,1
f6,2,0,1,50,54,7,7,7
f6,1,1,0,3,1,4,4,4
f7,5,0,1,16,48,0,0,0
f7,3,0,1,-32,-24,3,3,3
f6,4,1,0,-66,-82,5,5,5
c1,1,0,1,12,14,5,5,5
c1,4,1,0,-14,-30,8,8,8
f7,4,1,0,-3,-19,6,6,6
f7,7,1,0,-29,99,5,5,3
c3,2,0,1,-85,-81,2,2,2
c3,2,0,1,-22,-18,6,6,6
f6,6,1,0,-8,-72,7,7,7
c1,3,1,0,-36,-44,6,6,6
f5,2,1,0,-1,-5,6,6,6
f5,5,1,0,-16,-48,3,3,3
f7,7,1,0,-4,124,2,2,2
c3,7,1,0,-67,61,7,7,7
f7,3,1,0,11,3,9,9,8
c1,3,0,1,32,40,1,1,1
f6,6,0,1,-74,-10,1,1,1
f5,3,0,1,4,12,7,7,7
f6,5,1,0,-2,-34,5,5,5
c1,7,0,1,13,-115,6,6,6
f7,2,0,1,-30,-26,4,4,4
c1,7,1,0,-100,28,9,9,9
f5,0,0,1,-36,-35,5,5,5
f7,1,0,1,33,35,1,1,1
f5,3,1,0,-3,-11,3,3,3
f6,1,1,0,-33,-35,3,3,3
f5,5,1,0,34,2,4,4,4
f5,2,0,1,-79,-75,7,7,7
f6,0,1,0,7,6,8,8,8
c3,2,0,1,-55,-51,9,9,9
f7,1,1,0,-13,-15,1,1,1
f7,1,0,1,8,10,1,1,1
c3,6,0,1,9,73,0,0,6
f5,3,1,0,-23,-31,9,9,9
c1,5,1,0,-17,-49,1,1,1
f7,1,0,1,1,3,4,4,4
f5,5,0,1,-58,-26,4,4,4
c3,5,0,1,23,55,5,5,5
f7,4,0,1,0,16,4,4,4
c3,6,0,1,50,114,0,0,0
c3,2,1,0,-2,-6,6,6,6
f6,7,0,1,27,-101,2,2,2
c3,7,1,0,-15,113,2,2,2
c1,2,1,0,7,3,3,3,3
f6,1,1,0,51,49,1,1,1
f7,6,0,1,7,71,5,5,5
c3,4,0,1,-54,-38,1,1,1
f7,5,1,0,-13,-45,2,2,2
f7,0,0,1,32,33,0,0,0
f6,5,0,1,12,44,3,3,3
f7,3,1,0,-1,-9,8,8,8
c3,6,0,1,16,80,1,1,1
f6,6,1,0,-18,-82,2,2,2
f5,7,1,0,-24,104,6,6,6
f5,0,1,0,-103,-104,7,7,7
f6,7,1,0,-36,92,1,1,1
f7,4,1,0,-3,-19,6,6,6
f6,4,0,1,-95,-79,2,2,2
f6,2,0,1,0,4,3,3,3
f7,6,0,1,19,83,9,9,9
c3,2,1,0,-36,-40,0,0,0
f6,2,1,0,14,10,1,1,1
f5,1,0,1,-64,-62,2,2,2
c3,6,0,1,13,77,2,2,2
c3,0,1,0,33,32,0,0,0
f5,5,0,1,-58,-26,8,8,8
c3,1,0,1,-11,-9,9,9,9
f5,3,0,1,-11,-3,9,9,9
c3,7,0,1,1,-127,0,0,0
c3,7,1,0,-38,90,2,2,2
f5,4,1,0,-72,-88,5,5,5
f7,1,1,0,-29,-31,1,1,1
c1,1,1,0,-53,-55,9,9,9
f6,0,1,0,-19,-20,7,7,7
f5,3,1,0,9,1,8,8,8
f7,2,1,0,-59,-63,1,1,1
f5,7,1,0,-30,98,0,0,0
f7,0,1,0,-9,-10,4,4,4
c1,4,1,0,60,44,1,1,1
f7,1,0,1,8,10,7,7,7
c1,5,0,1,-102,-70,9,9,9
f6,1,0,1,1,3,0,0,6
c1,3,1,0,-22,-30,4,4,4
f5,6,1,0,-13,-77,2,2,2
c3,7,1,0,-3,125,6,6,6
c1,6,0,1,36,100,8,8,8
c3,4,0,1,-24,-8,1,1,1
c3,1,1,0,-49,-51,3,3,3
c1,3,0,1,-58,-50,7,7,7
c3,3,1,0,15,7,5,5,5
f7,2,0,1,-13,-9,4,4,4
f6,4,0,1,5,21,4,4,4
f7,5,0,1,-53,-21,1,1,1
c1,0,0,1,-28,-27,8,8,8
f7,1,0,1,-8,-6,1,1,1
c3,7,1,0,-50,78,3,3,3
f5,5,0,1,-103,-71,8,8,8
f7,5,1,0,40,8,1,1,1
f5,7,1,0,-3,125,2,2,2
f5,1,1,0,-37,-39,5,5,5
c1,2,1,0,-28,-32,8,8,8
f7,7,1,0,-24,104,0,0,0
f5,0,1,0,-13,-14,6,6,6
c1,0,0,1,26,27,2,2,2
f6,2,1,0,-26,-30,1,1,1
f6,4,0,1,-49,-33,1,1,1
f6,5,1,0,-16,-48,1,1,7
f5,2,0,1,-8,-4,1,1,1
f6,5,0,1,-37,-5,5,5,5
f5,4,1,0,50,34,3,3,3
c1,1,1,0,-13,-15,4,4,4
f7,4,0,1,-20,-4,8,8,6
f6,7,0,1,10,-118,9,9,9
c3,0,1,0,-31,-32,5,5,5
f6,3,0,1,-44,-36,0,0,0
f7,6,0,1,30,94,9,9,9
c1,4,1,0,-3,-19,2,2,2
f7,6,1,0,-2,-66,2,2,2
f6,7,1,0,-18,110,4,4,4
f6,6,0,1,-116,-52,8,8,8
f5,6,1,0,-37,-101,2,2,2
f7,0,1,0,1,0,1,1,1
f7,4,1,0,-4,-20,7,7,7
f5,5,1,0,37,5,2,2,2
c3,0,0,1,4,5,4,4,4
f5,2,0,1,-63,-59,9,9,9
f6,3,0,1,37,45,4,4,4
f7,3,1,0,10,2,4,4,4
f5,7,1,0,-27,101,0,0,0
f6,0,0,1,-44,-43,3,3,3
c1,5,1,0,41,9,9,9,9
f7,0,0,1,-20,-19,2,2,2
c3,6,1,0,-49,-113,2,2,2
f5,1,1,0,-85,-87,3,3,3
f6,7,0,1,0,-128,3,3,3
f6,3,1,0,-7,-15,8,8,8
f5,7,0,1,0,-128,3,3,3
c1,4,1,0,21,5,5,5,5
f7,6,0,1,-90,-26,7,7,7
c1,6,0,1,9,73,5,5,3
f6,6,0,1,11,75,5,5,5
c1,7,1,0,-57,71,8,8,8
c3,0,0,1,-20,-19,1,1,1
f5,4,0,1,-17,-1,2,2,2
f5,0,0,1,-2,-1,4,4,4
f7,0,1,0,-15,-16,4,4,4
c3,5,1,0,-8,-40,6,6,6
f6,3,1,0,-72,-80,4,4,4
c3,0,1,0,-23,-24,9,9,9
f7,1,1,0,-1,-3,5,5,5
c3,4,0,1,33,49,1,1,1
f5,7,1,0,-47,81,0,0,0
f7,5,1,0,-15,-47,6,6,6
f6,7,1,0,-18,110,9,9,9
f7,4,0,1,-122,-106,5,5,5
f5,6,0,1,-125,-61,9,9,9
c1,4,1,0,-44,-60,5,5,5
f6,3,0,1,-11,-3,9,9,9
f7,1,1,0,15,13,7,7,7
f7,4,1,0,19,3,3,3,3
f7,3,1,0,-51,-59,8,8,8
f7,5,0,1,2,34,0,0,0
c3,6,1,0,-24,-88,3,3,3
f5,1,0,1,16,18,7,7,7
f5,4,0,1,68,84,1,1,1
f5,1,0,1,8,10,3,3,3
c1,6,1,0,-17,-81,6,6,6
c3,1,1,0,-113,-115,7,7,7
f7,7,1,0,-11,117,8,8,8
f6,3,1,0,15,7,5,5,5
c1,6,0,1,7,71,9,9,9
f7,4,1,0,17,1,7,7,7
f5,2,1,0,-1,-5,9,9,9
f6,1,1,0,-6,-8,6,6,6
c1,7,1,0,-64,64,9,9,9
f6,1,0,1,0,2,6,6,6
c3,2,1,0,7,3,3,3,3
c1,5,1,0,-2,-34,7,7,7
f6,2,1,0,-35,-39,4,4,4
f6,7,1,0,-28,100,6,6,4
f7,2,0,1,18,22,5,5,5
c3,5,0,1,19,51,2,2,3
f7,5,0,1,14,46,5,5,5
c3,2,1,0,6,2,4,4,4
f5,6,0,1,2,66,7,7,7
c3,5,0,1,3,35,8,8,8
c3,5,0,1,-58,-26,7,7,7
f6,6,0,1,25,89,8,8,8
c1,3,0,1,-32,-24,0,0,0
c1,7,0,1,9,-119,7,7,7
f6,0,0,1,-8,-7,6,6,6
f6,5,0,1,-39,-7,8,8,8
c3,1,1,0,2,0,8,8,8
c3,4,1,0,19,3,7,7,7
c3,3,1,0,-33,-41,3,3,3
c1,5,0,1,-102,-70,2,2,3
c1,7,1,0,-35,93,1,1,1
f6,3,1,0,15,7,9,9,9
f5,3,1,0,-2,-10,5,5,5
f7,3,0,1,2,10,2,2,2
c1,1,1,0,-1,-3,7,7,7
f6,4,0,1,-53,-37,3,3,3
f7,4,1,0,-7,-23,5,5,5
c3,4,0,1,-51,-35,1,1,1
f7,3,1,0,-88,-96,1,1,1
c3,4,0,1,-17,-1,2,2,2
f6,5,0,1,13,45,1,1,1
f5,7,1,0,-89,39,4,4,4
f7,7,1,0,-35,93,7,7,7
f7,0,0,1,40,41,4,4,4
c1,3,0,1,-57,-49,7,7,7
c1,0,1,0,9,8,5,5,5
c3,5,0,1,-62,-30,4,4,4
c3,3,0,1,-29,-21,5,5,5
c3,0,1,0,-41,-42,4,4,4
f7,6,0,1,11,75,0,0,0
c1,3,1,0,40,32,8,8,8
f7,4,1,0,-6,-22,3,3,3
c1,5,0,1,22,54,6,6,6
f6,1,1,0,-30,-32,9,9,9
c3,1,1,0,-57,-59,6,6,6
f6,7,0,1,16,-112,0,0,0
f6,1,0,1,-32,-30,2,2,2
f5,3,0,1,-28,-20,7,7,7
c3,1,1,0,3,1,4,4,4
c1,3,1,0,-2,-10,4,4,4
f6,2,0,1,24,28,4,4,4
f6,1,0,1,-15,-13,4,4,4
f7,0,1,0,-19,-20,6,6,6
f5,4,1,0,-45,-61,6,6,6
f6,2,0,1,9,13,4,4,4
c1,1,1,0,54,52,7,7,7
c1,6,0,1,3,67,9,9,9
f5,1,0,1,-4,-2,3,3,3
f5,7,0,1,6,-122,4,4,4
f5,0,1,0,-35,-36,5,5,5
f7,2,1,0,12,8,5,5,5
f6,2,1,0,127,123,8,8,8
c1,2,1,0,-105,-109,7,7,7
c3,4,1,0,-47,-63,3,3,3
c3,7,0,1,11,-117,7,7,7
c3,7,1,0,-27,101,2,2,2
f7,6,0,1,33,97,7,7,7
f7,3,0,1,-16,-8,0,0,0
f5,1,0,1,-7,-5,2,2,2
f7,6,0,1,-70,-6,4,4,4
c3,5,1,0,-83,-115,1,1,1
f6,2,0,1,-38,-34,1,1,1
c1,1,1,0,63,61,6,6,6
c1,0,0,1,-32,-31,5,5,6
c3,0,0,1,-84,-83,9,9,9
f7,5,0,1,2,34,2,2,2
c3,7,0,1,6,-122,8,8,8
f5,3,0,1,2,10,7,7,7
f6,4,1,0,-39,-55,2,2,2
f5,5,0,1,0,32,0,0,0
f7,7,0,1,40,-88,1,1,1
c1,5,0,1,13,45,5,5,5
c3,3,1,0,-66,-74,0,0,0
f7,4,0,1,3,19,9,9,9
f5,7,1,0,-16,112,1,1,1
f5,3,1,0,-68,-76,7,7,7
f6,7,1,0,-1,127,0,0,0
f5,7,1,0,-17,111,6,6,6
c3,3,0,1,-43,-35,0,0,0
c3,3,1,0,-54,-62,8,8,8
f5,7,1,0,-33,95,6,6,6
c1,4,1,0,-4,-20,8,8,8
c3,3,1,0,-55,-63,1,1,1
f5,5,1,0,-18,-50,8,8,8
f5,4,0,1,-17,-1,0,0,0
c1,7,1,0,-2,126,3,3,3
c1,6,0,1,-128,-64,3,3,3
f7,2,1,0,29,25,7,7,7
c3,4,0,1,-52,-36,2,2,2
c1,6,0,1,29,93,3,3,3
f5,1,1,0,-58,-60,6,6,6
f6,6,0,1,-80,-16,2,2,2
c3,5,0,1,-122,-90,1,1,1
c1,5,1,0,32,0,6,6,6
f7,3,1,0,-1,-9,1,1,1
f7,3,1,0,12,4,1,1,1
f5,3,0,1,2,10,3,3,3
f5,0,1,0,-13,-14,7,7,7
c1,7,0,1,36,-92,1,9,9
f6,1,1,0,-17,-19,0,0,0
c1,2,0,1,-37,-33,8,8,8
f5,5,0,1,23,55,0,0,0
c3,4,1,0,-37,-53,5,5,5
c1,7,1,0,-8,120,4,4,4
f7,5,1,0,-19,-51,0,0,0
f7,3,1,0,-8,-16,2,2,2
c3,7,1,0,-6,122,8,8,8
f5,6,0,1,12,76,2,2,7
f7,3,1,0,8,0,2,2,2
f5,5,0,1,6,38,9,9,9
f5,5,0,1,-38,-6,8,8,8
f7,5,1,0,-31,-63,4,4,4
c3,2,0,1,-37,-33,0,0,0
c3,1,0,1,-43,-41,4,4,9
c1,3,0,1,-13,-5,5,5,5
c1,3,0,1,-47,-39,8,8,8
f6,3,0,1,33,41,5,5,5
c3,0,1,0,-5,-6,1,1,1
f6,1,1,0,-33,-35,2,2,2
f5,0,1,0,17,16,1,1,1
c3,6,1,0,-4,-68,3,3,3
f7,5,0,1,-41,-9,1,1,1
c3,4,0,1,-63,-47,7,7,7
f6,5,0,1,-39,-7,4,4,4
f6,7,0,1,94,-34,5,5,5
f5,1,1,0,15,13,7,7,7
f6,0,1,0,25,24,2,2,2
c1,4,0,1,40,56,0,0,0
c3,5,0,1,15,47,5,5,9
f6,6,0,1,43,107,2,2,8
f7,6,0,1,-70,-6,8,8,8
f6,4,1,0,-75,-91,6,6,6
f6,2,1,0,21,17,2,2,2
c3,0,1,0,-55,-56,5,5,5
c3,4,0,1,-50,-34,4,4,4
f7,1,1,0,-5,-7,1,1,1
c1,1,1,0,-14,-16,9,9,9
f6,2,1,0,-67,-71,2,2,2
f7,5,0,1,8,40,1,1,1
f5,2,0,1,-48,-44,5,5,5
f6,1,0,1,84,86,8,8,8
f7,3,0,1,6,14,7,7,7
f7,0,1,0,7,6,0,0,0
f7,1,1,0,-37,-39,2,2,2
f5,0,0,1,-96,-95,4,4,4
f7,3,1,0,11,3,4,4,4
f5,5,1,0,-29,-61,3,3,3
f5,3,1,0,-65,-73,6,6,6
f5,0,0,1,-2,-1,8,8,8
c1,6,0,1,7,71,8,8,8
f6,3,1,0,40,32,2,2,2
f6,0,0,1,-20,-19,4,4,4
f5,7,1,0,-5,123,0,0,0
c3,5,0,1,-57,-25,5,5,5
c3,2,0,1,-13,-9,0,0,0
c3,4,1,0,-5,-21,4,4,4
c3,5,0,1,22,54,4,4,4
f6,3,0,1,-12,-4,7,7,7
f6,4,1,0,-11,-27,9,9,9
f6,5,1,0,-28,-60,3,3,3
f6,3,0,1,19,27,4,4,4
f7,7,0,1,11,-117,1,1,1
f6,3,0,1,4,12,5,5,5
f5,2,1,0,-49,-53,9,9,9
f6,5,0,1,-55,-23,7,7,7
c1,3,1,0,41,33,3,3,3
c3,7,1,0,-57,71,5,5,5
f6,7,1,0,-78,50,8,8,8
c1,0,0,1,-4,-3,8,8,8
f7,3,1,0,-8,-16,0,0,0
f7,3,0,1,35,43,5,5,5
c1,7,1,0,-28,100,3,3,3
f7,5,0,1,12,44,3,3,3
f5,2,1,0,-28,-32,6,6,6
c1,0,1,0,-53,-54,6,6,6
f6,4,1,0,-12,-28,0,0,0
f7,7,1,0,-85,43,1,1,1
f6,4,0,1,2,18,6,6,6
f7,6,0,1,18,82,0,0,0
f5,0,1,0,11,10,3,3,3
f5,6,0,1,0,64,7,7,5
f5,0,1,0,-11,-12,4,4,4
c3,5,1,0,-3,-35,4,4,4
f7,2,1,0,4,0,1,1,1
f7,2,1,0,-9,-13,2,2,2
c3,1,0,1,-76,-74,9,9,9
f5,3,0,1,-28,-20,1,1,1
c1,0,1,0,-37,-38,4,4,4
c3,1,0,1,-108,-106,6,6,6
c1,4,0,1,-127,-111,9,9,9
f5,7,0,1,12,-116,9,9,9
c1,1,1,0,-1,-3,3,3,3
c1,2,0,1,51,55,9,9,9
c1,4,0,1,38,54,8,8,8
f5,7,0,1,23,-105,4,4,4
c3,4,0,1,-62,-46,4,4,4
c3,4,0,1,-63,-47,3,3,3
f7,6,0,1,5,69,1,1,1
f5,0,0,1,-40,-39,3,3,3
f6,3,1,0,10,2,1,1,1
c3,1,0,1,81,83,8,8,8
f7,4,1,0,-1,-17,8,8,8
c1,0,0,1,-8,-7,7,7,7
f6,2,0,1,41,45,9,9,9
f5,2,1,0,-1,-5,4,4,4
f6,5,0,1,-47,-15,8,8,8
c3,1,1,0,-58,-60,8,8,8
f7,7,1,0,-75,53,7,7,7
c3,6,1,0,-63,-127,9,9,9
c3,4,0,1,-87,-71,7,7,7
f6,3,1,0,-36,-44,1,1,1
f6,0,0,1,-112,-111,4,4,4
c1,6,1,0,-36,-100,5,5,5
f7,4,0,1,4,20,6,6,6
f5,5,1,0,-19,-51,0,0,0
f5,3,1,0,-24,-32,5,5,5
c3,0,0,1,-98,-97,2,2,2
c3,2,1,0,-18,-22,2,2,2
f5,7,1,0,-2,126,2,2,2
f5,7,1,0,-60,68,1,1,1
f5,3,1,0,-24,-32,5,5,5
f6,2,1,0,38,34,5,5,5
c3,5,1,0,-15,-47,2,2,2
f5,6,1,0,-12,-76,4,4,4
c3,1,0,1,17,19,9,9,9
f6,5,0,1,16,48,6,6,6
f7,3,1,0,-1,-9,2,2,2
c3,7,1,0,-8,120,7,7,7
f7,7,1,0,-42,86,7,7,7
c3,5,0,1,-40,-8,2,2,2
f6,4,0,1,-17,-1,2,2,2
f6,2,1,0,-27,-31,1,1,1
c1,3,0,1,-9,-1,1,1,1
f6,5,1,0,-74,-106,2,2,2
c3,4,1,0,-73,-89,8,8,8
c1,5,0,1,26,58,3,3,3
f6,6,0,1,1,65,7,7,7
f5,1,1,0,47,45,2,2,2
c3,7,1,0,-92,36,4,4,4
c1,1,0,1,-28,-26,1,1,1
c3,3,1,0,-50,-58,7,7,7
f6,6,1,0,-27,-91,1,1,1
f7,4,0,1,-30,-14,7,7,7
f5,3,0,1,-58,-50,6,6,6
f7,1,1,0,27,25,7,7,7
c3,4,1,0,-1,-17,2,2,8
f7,6,0,1,39,103,2,2,2
c1,6,0,1,-79,-15,7,7,7
f7,4,0,1,-20,-4,3,3,3
f5,7,1,0,-26,102,1,1,1
f5,2,0,1,120,124,7,7,7
f5,2,1,0,-66,-70,5,5,5
c3,0,0,1,112,113,8,8,8
c3,3,0,1,6,14,2,2,2
c1,7,0,1,14,-114,6,6,6
f6,7,0,1,7,-121,2,2,2
f5,5,0,1,-57,-25,2,2,2
